"2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - Looking for request mappings in application context: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 4 request handler methods found on class ru.danileyko.controller.DataController: {public java.lang.String ru.danileyko.controller.DataController.getStatus()={[/sshtest]}, public java.lang.String ru.danileyko.controller.DataController.getUser()={[/user]}, public java.util.List ru.danileyko.controller.DataController.getPortStatus()={[/portstatus]}, public java.util.List ru.danileyko.controller.DataController.getDevices()={[/alldev]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sshtest]}" onto public java.lang.String ru.danileyko.controller.DataController.getStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user]}" onto public java.lang.String ru.danileyko.controller.DataController.getUser()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/portstatus]}" onto public java.util.List<ru.danileyko.reports.ReportStatusOfPort> ru.danileyko.controller.DataController.getPortStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/alldev]}" onto public java.util.List<ru.danileyko.model.Device> ru.danileyko.controller.DataController.getDevices()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 2 request handler methods found on class org.springframework.boot.autoconfigure.web.BasicErrorController: {public org.springframework.http.ResponseEntity org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)={[/error]}, public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)={[/error],produces=[text/html]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5ee2345]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.Device)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.Device, querySpaceUid=<gen:0>, path=ru.danileyko.model.Device)
          - CollectionAttributeFetchImpl(collection=ru.danileyko.model.Device.ports, querySpaceUid=<gen:1>, path=ru.danileyko.model.Device.ports)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.Device.ports.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.Device)
          - SQL table alias mapping - device0_
          - alias suffix - 0_
          - suffixed key columns - {ip1_1_0_}

""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.Device [PESSIMISTIC_FORCE_INCREMENT]: select device0_.ip as ip1_1_0_, device0_.model as model2_1_0_, device0_.my_sub_type_id as my_sub_type_id3_1_0_, device0_.name as name4_1_0_, device0_.vendor as vendor5_1_0_ from hdevices device0_ where device0_.ip=? for update nowait
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6fbf93f]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : model
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : my_sub_type_id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : name
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ports
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1595b630]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@61155bcc]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.Device)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.Device, querySpaceUid=<gen:0>, path=ru.danileyko.model.Device)
          - CollectionAttributeFetchImpl(collection=ru.danileyko.model.Device.ports, querySpaceUid=<gen:1>, path=ru.danileyko.model.Device.ports)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.Device.ports.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.Device)
          - SQL table alias mapping - device0_
          - alias suffix - 0_
          - suffixed key columns - {ip1_1_0_}

""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.Device [OPTIMISTIC]: select device0_.ip as ip1_1_0_, device0_.model as model2_1_0_, device0_.my_sub_type_id as my_sub_type_id3_1_0_, device0_.name as name4_1_0_, device0_.vendor as vendor5_1_0_ from hdevices device0_ where device0_.ip=?
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@387e74d0]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : model
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : my_sub_type_id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : name
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ports
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5eaa5373]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@152aa851]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : vendor
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=ru.danileyko.model.Device)
    - Returns
       - EntityReturnImpl(entity=ru.danileyko.model.Device, querySpaceUid=<gen:0>, path=ru.danileyko.model.Device)
          - CollectionAttributeFetchImpl(collection=ru.danileyko.model.Device.ports, querySpaceUid=<gen:1>, path=ru.danileyko.model.Device.ports)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:2>, path=ru.danileyko.model.Device.ports.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ru.danileyko.model.Device)
          - SQL table alias mapping - device0_
          - alias suffix - 0_
          - suffixed key columns - {ip1_1_0_}

""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity ru.danileyko.model.Device [OPTIMISTIC_FORCE_INCREMENT]: select device0_.ip as ip1_1_0_, device0_.model as model2_1_0_, device0_.my_sub_type_id as my_sub_type_id3_1_0_, device0_.name as name4_1_0_, device0_.vendor as vendor5_1_0_ from hdevices device0_ where device0_.ip=?
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_MERGE on entity ru.danileyko.model.Device: select device0_.ip as ip1_1_1_, device0_.model as model2_1_1_, device0_.my_sub_type_id as my_sub_type_id3_1_1_, device0_.name as name4_1_1_, device0_.vendor as vendor5_1_1_, ports1_.devid as devid3_2_3_, ports1_.id as id1_2_3_, ports1_.id as id1_2_0_, ports1_.devid as devid3_2_0_, ports1_.ifname as ifname2_2_0_ from hdevices device0_ left outer join hdevport ports1_ on device0_.ip=ports1_.devid where device0_.ip=?
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_REFRESH on entity ru.danileyko.model.Device: select device0_.ip as ip1_1_1_, device0_.model as model2_1_1_, device0_.my_sub_type_id as my_sub_type_id3_1_1_, device0_.name as name4_1_1_, device0_.vendor as vendor5_1_1_, ports1_.devid as devid3_2_3_, ports1_.id as id1_2_3_, ports1_.id as id1_2_0_, ports1_.devid as devid3_2_0_, ports1_.ifname as ifname2_2_0_ from hdevices device0_ left outer join hdevport ports1_ on device0_.ip=ports1_.devid where device0_.ip=?
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@156811b6]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3b66b273]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : adminStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devPort
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : devPort
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : lastInDate
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operationalStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(collection=ru.danileyko.model.DevPort.portStatusList)
    - Returns
       - CollectionReturnImpl(collection=ru.danileyko.model.DevPort.portStatusList, querySpaceUid=<gen:0>, path=[ru.danileyko.model.DevPort.portStatusList])
          - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.PortStatus, querySpaceUid=<gen:1>, path=[ru.danileyko.model.DevPort.portStatusList].<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=ru.danileyko.model.DevPort.portStatusList)
          - SQL table alias mapping - portstatus0_
          - alias suffix - 0_
          - suffixed key columns - {ip4_3_0_, ifname3_3_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - id1_3_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=ru.danileyko.model.PortStatus)
                - SQL table alias mapping - portstatus0_
                - alias suffix - 1_
                - suffixed key columns - {id1_3_1_}

""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.c.plan.CollectionLoader - Static select for collection ru.danileyko.model.DevPort.portStatusList: select portstatus0_.ip as ip4_3_0_, portstatus0_.ifname as ifname3_3_0_, portstatus0_.id as id1_3_0_, portstatus0_.id as id1_3_1_, portstatus0_.last_adminstatus as last_adminstatus2_3_1_, portstatus0_.ip as ip4_3_1_, portstatus0_.ifname as ifname3_3_1_, portstatus0_.last_indate as last_indate5_3_1_, portstatus0_.last_operationalstatus as last_operationalst6_3_1_ from hlastportstatus_v portstatus0_ where portstatus0_.ip=? and portstatus0_.ifname=?
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@cb095a3]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6c951614]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clientStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@39c108e1]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7d209c7b]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : device
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : device
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : portStatusList
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@3444f8a0]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@21726b6b]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_PortStatus_devPort
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:6> -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@10c5f9a4]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_PortStatus_devPort.device
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : _ru_danileyko_model_PortStatus_devPort.device
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_PortStatus_devPort.ifName
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_ClientStatus_port
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:7> -> org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl@7aed18e4]
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_ClientStatus_port.device
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : _ru_danileyko_model_ClientStatus_port.device
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : _ru_danileyko_model_ClientStatus_port.ifName
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(collection=ru.danileyko.model.Device.ports)
    - Returns
       - CollectionReturnImpl(collection=ru.danileyko.model.Device.ports, querySpaceUid=<gen:0>, path=[ru.danileyko.model.Device.ports])
          - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.DevPort, querySpaceUid=<gen:1>, path=[ru.danileyko.model.Device.ports].<elements>)
             - CollectionAttributeFetchImpl(collection=ru.danileyko.model.DevPort.clientStatus, querySpaceUid=<gen:2>, path=[ru.danileyko.model.Device.ports].<elements>.clientStatus)
                - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.ClientStatus, querySpaceUid=<gen:3>, path=[ru.danileyko.model.Device.ports].<elements>.clientStatus.<elements>)
             - CollectionAttributeFetchImpl(collection=ru.danileyko.model.DevPort.portStatusList, querySpaceUid=<gen:4>, path=[ru.danileyko.model.Device.ports].<elements>.portStatusList)
                - (collection element) CollectionFetchableElementEntityGraph(entity=ru.danileyko.model.PortStatus, querySpaceUid=<gen:5>, path=[ru.danileyko.model.Device.ports].<elements>.portStatusList.<elements>)
             - CompositeAttributeFetchImpl(composite=ru.danileyko.model.DevPort, querySpaceUid=<gen:6>, path=[ru.danileyko.model.Device.ports].<elements>._ru_danileyko_model_PortStatus_devPort)
             - CompositeAttributeFetchImpl(composite=ru.danileyko.model.DevPort, querySpaceUid=<gen:7>, path=[ru.danileyko.model.Device.ports].<elements>._ru_danileyko_model_ClientStatus_port)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=ru.danileyko.model.Device.ports)
          - SQL table alias mapping - ports0_
          - alias suffix - 0_
          - suffixed key columns - {devid3_2_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - id1_2_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=ru.danileyko.model.DevPort)
                - SQL table alias mapping - ports0_
                - alias suffix - 1_
                - suffixed key columns - {id1_2_1_}
                - JOIN (JoinDefinedByMetadata(_ru_danileyko_model_PortStatus_devPort)) : <gen:1> -> <gen:6>
                   - CompositeQuerySpaceImpl(uid=<gen:6>)
                      - SQL table alias mapping - ports0_
                - JOIN (JoinDefinedByMetadata(_ru_danileyko_model_ClientStatus_port)) : <gen:1> -> <gen:7>
                   - CompositeQuerySpaceImpl(uid=<gen:7>)
                      - SQL table alias mapping - ports0_

""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.c.plan.CollectionLoader - Static select for collection ru.danileyko.model.Device.ports: select ports0_.devid as devid3_2_0_, ports0_.id as id1_2_0_, ports0_.id as id1_2_1_, ports0_.devid as devid3_2_1_, ports0_.ifname as ifname2_2_1_ from hdevport ports0_ where ports0_.devid=?
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@7741d582]
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6548349d]
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : devIp
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ifName
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : ip
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : mac
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@76051157]
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.changeStatusDate
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.createdBy
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.dateCreated
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.dateModified
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.ipDetailId
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.mac
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.modifiedBy
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.puser
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.status
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.statusList
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : macCustomer.statusList
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer.typeDeviceId
""2017-10-03 14:58:41 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : macCustomer._ru_danileyko_model_ClientStatus_macCustomer
